author,title,journal,year,volume,doi,art_number,note,url,affiliation,abstract,author_keywords,document_type,source,take,number,pages,page_count,take_explanation
"Chen, L. and Tozammel Hossain, K.S.M. and Butler, P. and Ramakrishnan, N. and Prakash, B.A.",Syndromic surveillance of Flu on Twitter using weakly supervised temporal topic models,Data Mining and Knowledge Discovery,2016,30,10.1007/s10618-015-0434-x,,cited By 16,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941008120&doi=10.1007%2fs10618-015-0434-x&partnerID=40&md5=94553c6287860b83a44e8a6c6623a947,"Department of Computer Science, Virginia Tech., 114 McBryde Hall (0106), Blacksburg, VA  24061, United States","Surveillance of epidemic outbreaks and spread from social media is an important tool for governments and public health authorities. Machine learning techniques for nowcasting the Flu have made significant inroads into correlating social media trends to case counts and prevalence of epidemics in a population. There is a disconnect between data-driven methods for forecasting Flu incidence and epidemiological models that adopt a state based understanding of transitions, that can lead to sub-optimal predictions. Furthermore, models for epidemiological activity and social activity like on Twitter predict different shapes and have important differences. In this paper, we propose two temporal topic models (one unsupervised model as well as one improved weakly-supervised model) to capture hidden states of a user from his tweets and aggregate states in a geographical region for better estimation of trends. We show that our approaches help fill the gap between phenomenological methods for disease surveillance and epidemiological models. We validate our approaches by modeling the Flu using Twitter in multiple countries of South America. We demonstrate that our models can consistently outperform plain vocabulary assessment in Flu case-count predictions, and at the same time get better Flu-peak predictions than competitors. We also show that our fine-grained modeling can reconcile some contrasting behaviors between epidemiological and social models. Â© 2015, The Author(s).",Hidden Markov model;  Social media;  Syndromic surveillance;  Topic model,Article,Scopus,False,3,681-710,,"Not focused on statistical method on time series, but additional data sources instead."
"Brooks, W. and Corsi, S. and Fienen, M. and Carvin, R.",Predicting recreational water quality advisories: A comparison of statistical methods,Environmental Modelling and Software,2016,76,10.1016/j.envsoft.2015.10.012,,cited By 12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951569209&doi=10.1016%2fj.envsoft.2015.10.012&partnerID=40&md5=26c1589777f1c753d4d02608e223709c,"Wisconsin Water Science Center, United States Geological Survey, 8505 Research Way, Middleton, WI  53562, United States","Epidemiological studies indicate that fecal indicator bacteria (FIB) in beach water are associated with illnesses among people having contact with the water. In order to mitigate public health impacts, many beaches are posted with an advisory when the concentration of FIB exceeds a beach action value. The most commonly used method of measuring FIB concentration takes 18-24 h before returning a result. In order to avoid the 24 h lag, it has become common to ""nowcast"" the FIB concentration using statistical regressions on environmental surrogate variables. Most commonly, nowcast models are estimated using ordinary least squares regression, but other regression methods from the statistical and machine learning literature are sometimes used. This study compares 14 regression methods across 7 Wisconsin beaches to identify which consistently produces the most accurate predictions. A random forest model is identified as the most accurate, followed by multiple regression fit using the adaptive LASSO. Â© 2015.",Beach health;  Performance evaluation;  Regression model;  Water quality,Article,Scopus,False,,81-94,,"Not focused on statistical method on time series, but additional data sources instead."
"Kimmey, D.L. and Yoo, J.S.",Nowcasting with social media data,"Proceedings - 2016 IEEE International Conference on Big Data, Big Data 2016",2016,,10.1109/BigData.2016.7841090,7841090,cited By 0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015181083&doi=10.1109%2fBigData.2016.7841090&partnerID=40&md5=03d2c91ba60bcdbb1b6073709bbb7902,"Department of Computer Science, Indiana University-Purdue University Fort Wayne, Indiana, United States","Social media is a source of real time data that individuals create and voluntarily share on major social media generators such as Facebook, Twitter, Google, Yahoo, and Instagram. Nowcasting uses real-time data and is defined as the prediction of the present, the very near future, and the very recent past. Nowcasting with social media assists businesses and government agencies in understanding public opinion and trends, and in creating timely forecasts of economic indicators. The example includes geo-economic events: how the public's sentiment affects the stock market [1], predicting political alignment: management of political strategy [4], and social questions: popular events associated with increased public sentiment [8]. Nowcasting and social media are also being used together to discover unusual social events such as demonstrations and spontaneous festivals, and natural disasters such as earthquakes and storms [6], and to forecast early detection of disease activity -thereby allowing rapid disease response, which reduces the public impact of disease [2]. Â© 2016 IEEE.",,Conference Paper,Scopus,False,,4004,,"Not focused on statistical method on time series, but additional data sources instead."
"Iso, H. and Wakamiya, S. and Aramaki, E.",Forecasting word model: Twitter-based influenza surveillance and prediction,"COLING 2016 - 26th International Conference on Computational Linguistics, Proceedings of COLING 2016: Technical Papers",2016,,,,cited By 9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040518574&partnerID=40&md5=1748df9be267cd8bc6d5e6e70caea4d1,"Nara Institute of Science and Technology, Japan","Because of the increasing popularity of social media, much information has been shared on the internet, enabling social media users to understand various real world events. Particularly, social media-based infectious disease surveillance has attracted increasing attention. In this work, we specifically examine influenza: a common topic of communication on social media. The fundamental theory of this work is that several words, such as symptom words {fever, headache, etc.), appear in advance of flu epidemic occurrence. Consequently, past word occurrence can contribute to estimation of the number of current patients. To employ such forecasting words, one can first estimate the optimal time lag for each word based on their cross correlation. Then one can build a linear model consisting of word frequencies at different time points for nowcasting and for forecasting influenza epidemics. Experimentally obtained results (using 7.7 million tweets of August 2012 - lanuary 2016), the proposed model achieved the best nowcasting performance to date (correlation ratio 0.93) and practically sufficient forecasting performance (correlation ratio 0.91 in 1-week future prediction, and correlation ratio 0.77 in 3-weeks future prediction). This report reveals the effectiveness of the word time shift to predict of future epidemics using Twitter. Â© 1963-2018 ACL.",,Conference Paper,Scopus,False,,76-86,,"Not focused on statistical method on time series, but additional data sources instead."
"Bardak, B. and Tan, M.",Prediction of influenza outbreaks by integrating Wikipedia article access logs and Google flu trend data,"2015 IEEE 15th International Conference on Bioinformatics and Bioengineering, BIBE 2015",2015,,10.1109/BIBE.2015.7367640,7367640,cited By 3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962788689&doi=10.1109%2fBIBE.2015.7367640&partnerID=40&md5=8046b3ba5920408737457b2a6a951281,"Department of Computer Engineering, TOBB University of Economics and Technology, Ankara, 06510, Turkey","Prediction of influenza outbreaks is of utmost importance for health practitioners, officers and people. After the increasing usage of internet, it became easier and more valuable to fetch and process internet search query data. There are two significant platforms that people widely use, Google and Wikipedia. In both platforms, access logs are available which means that we can see how often any query/article was searched. Google has its own web service for monitoring and forecasting influenza-illness which is called the Google Flu Trends. It provides estimates of influenza activity for some countries. The second alternative is Wikipedia access logs which provide the number of visits for the articles on Wikipedia. There are papers which work with these platforms separately. In this paper, we propose a new technique to use these two sources together to improve the prediction of influenza outbreaks. We achieved promising results for both nowcasting and forecasting with linear regression models. Â© 2015 IEEE.",,Conference Paper,Scopus,False,,,,"Not focused on statistical method on time series, but additional data sources instead."
"Wang, H.-W. and Chen, D.-R. and Yu, H.-W. and Chen, Y.-M.",Forecasting the incidence of dementia and dementia-related outpatient visits with google trends: Evidence from Taiwan,Journal of Medical Internet Research,2015,17,10.2196/jmir.4516,e264,cited By 21,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948980822&doi=10.2196%2fjmir.4516&partnerID=40&md5=8c74667732658071bbfb07d9bc563a2c,"Institute of Health Policy and Management, National Taiwan University, 6F, Number 17, Xu-Zhou Road, Taipei, 100, Taiwan","Background: Google Trends has demonstrated the capability to both monitor and predict epidemic outbreaks. The connection between Internet searches for dementia information and dementia incidence and dementia-related outpatient visits remains unknown. Objective: This study aimed to determine whether Google Trends could provide insight into trends in dementia incidence and related outpatient visits in Taiwan. We investigated and validated the local search terms that would be the best predictors of new dementia cases and outpatient visits. We further evaluated the nowcasting (ie, forecasting the present) and forecasting effects of Google Trends search trends for new dementia cases and outpatient visits. The long-term goal is to develop a surveillance system to help early detection and interventions for dementia in Taiwan. Methods: This study collected (1) dementia data from Taiwan's National Health Insurance Research Database and (2) local Internet search data from Google Trends, both from January 2009 to December 2011. We investigated and validated search terms that would be the best predictors of new dementia cases and outpatient visits. We then evaluated both the nowcasting and the forecasting effects of Google Trends search trends through cross-correlation analysis of the dementia incidence and outpatient visit data with the Google Trends data. Results: The search term ""dementia + Alzheimer's disease"" demonstrated a 3-month lead effect for new dementia cases and a 6-month lead effect for outpatient visits (r=.503, P=.002; r=.431, P=.009, respectively). When gender was included in the analysis, the search term ""dementia"" showed 6-month predictive power for new female dementia cases (r=.520, P=.001), but only a nowcasting effect for male cases (r=.430, P=.009). The search term ""neurology"" demonstrated a 3-month leading effect for new dementia cases (r=.433, P=.008), for new male dementia cases (r=.434, P=.008), and for outpatient visits (r=.613, P<.001). Conclusions: Google Trends established a plausible relationship between search terms and new dementia cases and dementia-related outpatient visits in Taiwan. This data may allow the health care system in Taiwan to prepare for upcoming outpatient and dementia screening visits. In addition, the validated search term results can be used to provide caregivers with caregiving-related health, skills, and social welfare information by embedding dementia-related search keywords in relevant online articles.",Alzheimer's disease;  Big data;  Dementia;  Early detection;  Google Trends;  Health-seeking behaviors;  Incidence;  Internet search;  Self-diagnosis,Article,Scopus,False,11,,,"Not focused on statistical method on time series, but additional data sources instead."
"Lampos, V. and Miller, A.C. and Crossan, S. and Stefansen, C.",Advances in nowcasting influenza-like illness rates using search query logs,Scientific Reports,2015,5,10.1038/srep12760,12760,cited By 51,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938513272&doi=10.1038%2fsrep12760&partnerID=40&md5=c01d9ec434b72f3b152628cbfc620296,"University College London, Department of Computer Science, London, NW1 2FD, United Kingdom; Google, Flu Trends Team, London, SW1W 9TQ, United Kingdom; Harvard University, School of Engineering and Applied Sciences, Cambridge, MA  02138, United States","User-generated content can assist epidemiological surveillance in the early detection and prevalence estimation of infectious diseases, such as influenza. Google Flu Trends embodies the first public platform for transforming search queries to indications about the current state of flu in various places all over the world. However, the original model significantly mispredicted influenza-like illness rates in the US during the 2012-13 flu season. In this work, we build on the previous modeling attempt, proposing substantial improvements. Firstly, we investigate the performance of a widely used linear regularized regression solver, known as the Elastic Net. Then, we expand on this model by incorporating the queries selected by the Elastic Net into a nonlinear regression framework, based on a composite Gaussian Process. Finally, we augment the query-only predictions with an autoregressive model, injecting prior knowledge about the disease. We assess predictive performance using five consecutive flu seasons spanning from 2008 to 2013 and qualitatively explain certain shortcomings of the previous approach. Our results indicate that a nonlinear query modeling approach delivers the lowest cumulative nowcasting error, and also suggest that query information significantly improves autoregressive inferences, obtaining state-of-the-art performance.",,Article,Scopus,False,,,,"Not focused on statistical method on time series, but additional data sources instead."
"Domnich, A. and Panatto, D. and Signori, A. and Lai, P.L. and Gasparini, R. and Amicizia, D.",Age-related differences in the accuracy of web query-based predictions of Influenza-Like Illness,PLoS ONE,2015,10,10.1371/journal.pone.0127754,0127754,cited By 14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943642162&doi=10.1371%2fjournal.pone.0127754&partnerID=40&md5=b853924f55d448fcace35ea92cd800cb,"Department of Health Sciences, University of Genoa, Genoa, Italy; Inter-University, Centre of Research on Influenza and other Transmissible Infections (CIRI-IT), Genoa, Italy","Background Web queries are now widely used for modeling, nowcasting and forecasting influenza-like illness (ILI). However, given that ILI attack rates vary significantly across ages, in terms of both magnitude and timing, little is known about whether the association between ILI morbidity and ILI-related queries is comparable across different age-groups. The present study aimed to investigate features of the association between ILI morbidity and ILI-related query volume from the perspective of age. Methods Since Google Flu Trends is unavailable in Italy, Google Trends was used to identify entry terms that correlated highly with official ILI surveillance data. All-age and age-class-specific modeling was performed by means of linear models with generalized least-square estimation. Hold-out validation was used to quantify prediction accuracy. For purposes of comparison, predictions generated by exponential smoothing were computed. Results Five search terms showed high correlation coefficients of > .6. In comparison with exponential smoothing, the all-age query-based model correctly predicted the peak time and yielded a higher correlation coefficient with observed ILI morbidity (.978 vs .929). However, query-based prediction of ILI morbidity was associated with a greater error. Age-class-specific query-based models varied significantly in terms of prediction accuracy. In the 0-4 and 25-44-year age-groups, these did well and outperformed exponential smoothing predictions; in the 15-24 and > 65-year age-classes, however, the query-based models were inaccurate and highly overestimated peak height. In all but one age-class, peak timing predicted by the query-based models coincided with observed timing. Conclusions The accuracy of web query-based models in predicting ILI morbidity rates could differ among ages. Greater age-specific detail may be useful in flu query-based studies in order to account for age-specific features of the epidemiology of ILI. Â© 2015 Domnich et al.",,Article,Scopus,False,5,,,"Not focused on statistical method on time series, but additional data sources instead."
"Santillana, M. and Nguyen, A.T. and Dredze, M. and Paul, M.J. and Nsoesie, E.O. and Brownstein, J.S.","Combining Search, Social Media, and Traditional Data Sources to Improve Influenza Surveillance",PLoS Computational Biology,2015,11,10.1371/journal.pcbi.1004513,e1004513,cited By 134,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946026274&doi=10.1371%2fjournal.pcbi.1004513&partnerID=40&md5=b7e32f189f8fd3f3f57b9cacb2bbda61,"Harvard School of Engineering and Applied Sciences, Cambridge, MA, United States; Boston Childrenâs Hospital Informatics Program, Boston, MA, United States; Harvard Medical School, Boston, MA, United States; Department of Computer Science, Johns Hopkins University, Baltimore, MD, United States; Department of Information Science, University of Colorado, Boulder, CO, United States; Department of Global Health, University of Washington, Seattle, WA, United States; Institute for Health Metrics and Evaluation, Seattle, WA, United States","We present a machine learning-based methodology capable of providing real-time (ânowcastâ) and forecast estimates of influenza activity in the US by leveraging data from multiple data sources including: Google searches, Twitter microblogs, nearly real-time hospital visit records, and data from a participatory surveillance system. Our main contribution consists of combining multiple influenza-like illnesses (ILI) activity estimates, generated independently with each data source, into a single prediction of ILI utilizing machine learning ensemble approaches. Our methodology exploits the information in each data source and produces accurate weekly ILI predictions for up to four weeks ahead of the release of CDCâs ILI reports. We evaluate the predictive ability of our ensemble approach during the 2013â2014 (retrospective) and 2014â2015 (live) flu seasons for each of the four weekly time horizons. Our ensemble approach demonstrates several advantages: (1) our ensemble methodâs predictions outperform every prediction using each data source independently, (2) our methodology can produce predictions one week ahead of GFTâs real-time estimates with comparable accuracy, and (3) our two and three week forecast estimates have comparable accuracy to real-time predictions using an autoregressive model. Moreover, our results show that considerable insight is gained from incorporating disparate data streams, in the form of social media and crowd sourced data, into influenza predictions in all time horizons. Â© 2015 Santillana et al.",,Article,Scopus,False,10,,15,"Not focused on statistical method on time series, but additional data sources instead."
"Preis, T. and Moat, H.S.",Adaptive nowcasting of influenza outbreaks using Google searches,Royal Society Open Science,2014,1,10.1098/rsos.140095,140095,cited By 53,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922376391&doi=10.1098%2frsos.140095&partnerID=40&md5=6ff12476e75e7e7c06c7f8a583a36852,"Warwick Business School, University of Warwick, Scarman Road, Coventry, CV4 7AL, United Kingdom","Seasonal influenza outbreaks and pandemics of new strains of the influenza virus affect humans around the globe. However, traditional systems for measuring the spread of flu infections deliver results with one or two weeks delay. Recent research suggests that data on queries made to the search engine Google can be used to address this problem, providing real-time estimates of levels of influenza-like illness in a population. Others have however argued that equally good estimates of current flu levels can be forecast using historic flu measurements. Here, we build dynamic ânowcastingâ models; in other words, forecasting models that estimate current levels of influenza, before the release of official data one week later. We find that when using Google Flu Trends data in combination with historic flu levels, the mean absolute error (MAE) of in-sample ânowcastsâ can be significantly reduced by 14.4%, compared with a baseline model that uses historic data on flu levels only. We further demonstrate that the MAE of out-of-sample nowcasts can also be significantly reduced by between 16.0% and 52.7%, depending on the length of the sliding training interval.We conclude that, using adaptive models, Google Flu Trends data can indeed be used to improve real-time influenza monitoring, even when official reports of flu infections are available with only one weekâs delay. Â© 2014 The Authors.",Complex systems;  Computational social science;  Data science,Article,Scopus,False,2,,5,"Not focused on statistical method on time series, but additional data sources instead."
"Johansson, M.A. and Powers, A.M. and Pesik, N. and Cohen, N.J. and Erin Staples, J.",Nowcasting the spread of Chikungunya Virus in the Americas,PLoS ONE,2014,9,10.1371/journal.pone.0104915,e104915,cited By 67,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905862542&doi=10.1371%2fjournal.pone.0104915&partnerID=40&md5=6a41936d3c5dd98fe092e8e44924aa7f,"Division of Vector-Borne Diseases, Centers for Diseases Control and Prevention, San Juan, Puerto Rico; Division of Vector-Borne Diseases, Centers for Diseases Control and Prevention, Fort Collins, CO, United States; Division of Global Migration and Quarantine, Centers for Diseases Control and Prevention, Atlanta, GA, United States","Background: In December 2013, the first locally-acquired chikungunya virus (CHIKV) infections in the Americas were reported in the Caribbean. As of May 16, 55,992 cases had been reported and the outbreak was still spreading. Identification of newly affected locations is paramount to intervention activities, but challenging due to limitations of current data on the outbreak and on CHIKV transmission. We developed models to make probabilistic predictions of spread based on current data considering these limitations. Methods and Findings: Branching process models capturing travel patterns, local infection prevalence, climate dependent transmission factors, and associated uncertainty estimates were developed to predict probable locations for the arrival of CHIKV-infected travelers and for the initiation of local transmission. Many international cities and areas close to where transmission has already occurred were likely to have received infected travelers. Of the ten locations predicted to be the most likely locations for introduced CHIKV transmission in the first four months of the outbreak, eight had reported local cases by the end of April. Eight additional locations were likely to have had introduction leading to local transmission in April, but with substantial uncertainty. Conclusions: Branching process models can characterize the risk of CHIKV introduction and spread during the ongoing outbreak. Local transmission of CHIKV is currently likely in several Caribbean locations and possible, though uncertain, for other locations in the continental United States, Central America, and South America. This modeling framework may also be useful for other outbreaks where the risk of pathogen spread over heterogeneous transportation networks must be rapidly assessed on the basis of limited information.",,Article,Scopus,False,8,,,Other topic.
"HÃ¶hle, M. and An Der Heiden, M.","Bayesian nowcasting during the STEC O104: H4 outbreak in Germany, 2011",Biometrics,2014,70,10.1111/biom.12194,,cited By 14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919876186&doi=10.1111%2fbiom.12194&partnerID=40&md5=9a159304b98d1433eebd54776e58ed1b,"Department of Mathematics, Stockholm University, KrÃ¤ftriket, Stockholm, 106 91, Sweden; Department for Infectious Disease Epidemiology, Robert Koch Institute, SeestraÃe 10, Berlin, 13353, Germany","Summary: A Bayesian approach to the prediction of occurred-but-not-yet-reported events is developed for application in real-time public health surveillance. The motivation was the prediction of the daily number of hospitalizations for the hemolytic-uremic syndrome during the large May-July 2011 outbreak of Shiga toxin-producing Escherichia coli (STEC) O104:H4 in Germany. Our novel Bayesian approach addresses the count data nature of the problem using negative binomial sampling and shows that right-truncation of the reporting delay distribution under an assumption of time-homogeneity can be handled in a conjugate prior-posterior framework using the generalized Dirichlet distribution. Since, in retrospect, the true number of hospitalizations is available, proper scoring rules for count data are used to evaluate and compare the predictive quality of the procedures during the outbreak. The results show that it is important to take the count nature of the time series into account and that changes in the delay distribution occurred due to intervention measures. As a consequence, we extend the Bayesian analysis to a hierarchical model, which combines a discrete time survival regression model for the delay distribution with a penalized spline for the dynamics of the epidemic curve. Altogether, we conclude that in emerging and time-critical outbreaks, nowcasting approaches are a valuable tool to gain information about current trends. Â© 2014, The International Biometric Society.",Infectious disease epidemiology;  Real-time surveillance;  Reporting delay;  Truncation,Article,Scopus,True,4,993-1002,,
"Nunes, B. and NatÃ¡rio, I. and LucÃ­lia Carvalho, M.",Nowcasting influenza epidemics using non-homogeneous hidden Markov models,Statistics in Medicine,2013,32,10.1002/sim.5670,,cited By 8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879118927&doi=10.1002%2fsim.5670&partnerID=40&md5=280505a835cff0035f408485b3281a90,"Departmento de Epidemiologia, Instituto Nacional de SaÃºde Dr. Ricardo Jorge, Portugal; CEAUL, Departmento de MatemÃ¡tica, Faculdade de CiÃªncias e Tecnologia, Universidade Nova de Lisboa, Caparica, 2829-516, Portugal; CEAUL, Departamento de EstatÃ­stica e InvestigaÃ§Ã£o Operacional, Faculdade de CiÃªncias, Universidade de Lisboa, Portugal","Timeliness of a public health surveillance system is one of its most important characteristics. The process of predicting the present situation using available incomplete information from surveillance systems has received the term nowcasting and has high public health interest. Generally in Europe, general practitioners' sentinel networks support the epidemiological surveillance of influenza activity, and each week's epidemiological bulletins are usually issued between Wednesday and Friday of the following week.In this work, we have developed a non-homogeneous hidden Markov model (HMM) that, on a weekly basis, uses as covariates an early observation of influenza-like illness (ILI) incidence rate and the number of ILI cases tested positive to nowcast the current week ILI rate and the probability that the influenza activity is in an epidemic state.We use Bayesian inference to find estimates of the model parameters and nowcasted quantities. The results obtained with data provided by the Portuguese influenza surveillance system show the additional value of using a non-homogeneous HMM instead of a homogeneous one. The use of a non-homogeneous HMM improves the surveillance system timeliness in 2weeks. Â© 2012 John Wiley & Sons, Ltd.",Hidden Markov models;  Influenza;  Nowcasting;  Surveillance,Article,Scopus,True,15,2643-2660,,
"Dukic, V. and Lopes, H.F. and Polson, N.G.",Tracking epidemics with Google Flu trends data and a state-space SEIR model,Journal of the American Statistical Association,2012,107,10.1080/01621459.2012.713876,,cited By 63,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871963228&doi=10.1080%2f01621459.2012.713876&partnerID=40&md5=030f021982cb54653af9488a000721fd,"Applied Mathematics, University of Colorado, Boulder, United States; Department of Econometrics and Statistics, The University of Chicago Booth School of Business, United States","In this article, we use Google Flu Trends data together with a sequential surveillance model based on state-space methodology to track the evolution of an epidemic process over time. We embed a classical mathematical epidemiology model [a susceptible-exposed-infected-recovered (SEIR) model] within the state-space framework, thereby extending the SEIR dynamics to allow changes through time. The implementation of this model is based on a particle filtering algorithm, which learns about the epidemic process sequentially through time and provides updated estimated odds of a pandemic with each new surveillance data point. We show how our approach, in combination with sequential Bayes factors, can serve as an online diagnostic tool for influenza pandemic. We take a close look at the Google Flu Trends data describing the spread of flu in the United States during 2003-2009 and in nine separate U. S. states chosen to represent a wide range of health care and emergency system strengths and weaknesses. This article has online supplementary materials. Â© 2012 American Statistical Association.",Flu;  Google correlate;  Google insights;  Google searches;  Google trends;  H1N1;  Infectious diseases;  Influenza;  Ip surveillance;  Nowcasting;  Online surveillance;  Particle filtering,Article,Scopus,False,500,1410-1426,,"Not focused on statistical method on time series, but additional data sources instead."
"Lampos, V. and Cristianini, N.",Nowcasting events from the social web with statistical learning,ACM Transactions on Intelligent Systems and Technology,2012,3,10.1145/2337542.2337557,72,cited By 117,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867410703&doi=10.1145%2f2337542.2337557&partnerID=40&md5=65d003d0304846fad62689b847846f33,"Intelligent Systems Laboratory, Merchant Venturers Building, Woodland Road, BS8 1UB, Bristol, United Kingdom","We present a general methodology for inferring the occurrence and magnitude of an event or phenomenon by exploring the rich amount of unstructured textual information on the social part of the Web. Having geotagged user posts on the microblogging service of Twitter as our input data, we investigate two case studies. The first consists of a benchmark problem, where actual levels of rainfall in a given location and time are inferred from the content of tweets. The second one is a real-life task, where we infer regional Influenzalike Illness rates in the effort of detecting timely an emerging epidemic disease. Our analysis builds on a statistical learning framework, which performs sparse learning via the bootstrapped version of LASSO to select a consistent subset of textual features from a large amount of candidates. In both case studies, selected features indicate close semantic correlation with the target topics and inference, conducted by regression, has a significant performance, especially given the short length -approximately one year- of Twitter's data time series. Â© 2012 ACM.",Event detection;  Feature selection;  LASSO;  Social network mining;  Sparse learning;  Twitter,Article,Scopus,False,4,,,"Not focused on statistical method on time series, but additional data sources instead."
"Donker, T. and Van Boven, M. and Van Ballegooijen, W.M. and Van'T Klooster, T.M. and Wielders, C.C. and Wallinga, J.",Nowcasting pandemic influenza A/H1N1 2009 hospitalizations in the Netherlands,European Journal of Epidemiology,2011,26,10.1007/s10654-011-9566-5,,cited By 20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955614522&doi=10.1007%2fs10654-011-9566-5&partnerID=40&md5=2f73c3ea875db1898bb4f96c818f49c0,"National Institute for Public Health and the Environment, PO Box 1, 3720 BA Bilthoven, Netherlands; University Medical Center Groningen, Groningen, Netherlands; Pallas Health Research and Consultancy, Rotterdam, Netherlands; Julius Center for Health Sciences and Primary Care, University Medical Center Utrecht, Utrecht, Netherlands","During emerging epidemics of infectious diseases, it is vital to have up-to-date information on epidemic trends, such as incidence or health care demand, because hospitals and intensive care units have limited excess capacity. However, real-time tracking of epidemics is difficult, because of the inherent delay between onset of symptoms or hospitalizations, and reporting. We propose a robust algorithm to correct for reporting delays, using the observed distribution of reporting delays. We apply the algorithm to pandemic influenza A/H1N1 2009 hospitalizations as reported in the Netherlands. We show that the proposed algorithm is able to provide unbiased predictions of the actual number of hospitalizations in real-time during the ascent and descent of the epidemic. The real-time predictions of admissions are useful to adjust planning in hospitals to avoid exceeding their capacity. Â© The Author(s) 2011.",Disease notification;  Epidemiology;  Hospitalization Estimation techniques;  Influenza,Article,Scopus,True,3,195-201,,
"Stedman, L.",The search for tools to assess US beaches,Water 21,2006,,,,cited By 0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845575484&partnerID=40&md5=643ad9edfe0b4736c50e9283bbe1cea5,,"The Environment Protection Agency (EPA) is looking to develop cooperation with other federal agencies, to provide additional information for use in developing US beaches. It is also looking to develop faster indicators of faecal contamination in recreational waters and links between illness and recreational water quality, including exposure to water contaminated with faecal matter. Quantitative Polymerase Chain Reaction (QPCR) technology is undergoing development, which allows users to determine water quality within two hours of beginning water quality sample analysis. Another ongoing study is the National Epidemiological and Environmental Assessment of Recreational (NEEAR) water study, which provides real-time water quality measurement and help improve understanding of the link between water pollution, swimming in the sea, and people's heath. Nowcasts have also been developed, which involve measuring parameters early, and sending it back to the website.",,Article,Scopus,False,DEC.,36-38,,Other topic.
"Nevers, M.B. and Whitman, R.L.",Nowcast modeling of Escherichia coli concentrations at multiple urban beaches of southern Lake Michigan,Water Research,2005,39,10.1016/j.watres.2005.10.012,,cited By 106,https://www.scopus.com/inward/record.uri?eid=2-s2.0-28844451042&doi=10.1016%2fj.watres.2005.10.012&partnerID=40&md5=c1c8596bf7e51ebf8ead08e30a2d704b,"US Geological Survey, Great Lakes Science Center, 1100 N. Mineral Springs Road, Porter, IN 46304, United States","Predictive modeling for Escherichia coli concentrations at effluent-dominated beaches may be a favorable alternative to current, routinely criticized monitoring standards. The ability to model numerous beaches simultaneously and provide real-time data decreases cost and effort associated with beach monitoring. In 2004, five Lake Michigan beaches and the nearby Little Calumet River outfall were monitored for E. coli 7 days a week; on nine occasions, samples were analyzed for coliphage to indicate a sewage source. Ambient lake, river, and weather conditions were measured or obtained from independent monitoring sources. Positive tests for coliphage analysis indicated sewage was present in the river and on bathing beaches following heavy rainfall. Models were developed separately for days with prevailing onshore and offshore winds due to the strong influence of wind direction in determining the river's impact on the beaches. Using regression modeling, it was determined that during onshore winds, E. coli could be adequately predicted using wave height, lake chlorophyll and turbidity, and river turbidity (R2=0.635, N=94); model performance decreased for offshore winds using wave height, wave period, and precipitation (R2=0.320, N=124). Variation was better explained at individual beaches. Overall, the models only failed to predict E. coli levels above the EPA closure limit (235 CFU/100 ml) on five of eleven occasions, indicating that the model is a more reliable alternative to the monitoring approach employed at most recreational beaches.",Beach closures;  Indiana;  Indicator bacteria;  Monitoring;  Water quality,Article,Scopus,False,20,5250-5260,,Other topic.
,2004 IEEE International Conference on Computational Intelligence for Measurement Systems and Applications (CIMSA),"2004 IEEE International Conference on Computational Intelligence for Measurements Systems and Applications, CIMSA",2004,,,,cited By 0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-16244366454&partnerID=40&md5=0d3fab3d3ec36054458034fcdcefef17,,"The proceedings contain 35 papers from the 2004 IEEE International Conference on Computational Intelligence for Measurement Systems and Applications (CIMSA). The topics discussed include: monitoring of natural scenes from feature extraction and tracking: an Independent Component Analysis (ICA) approach; automatic, mobile system for evaluation of human hearing abilities; real-time data analysis of actions potentials; a functional model based on single unit recordings from Parkinsonian brain; influence of forcings and circulation patterns on mean temperatures at different scales; characterizing semiconductor devices using computational intelligence techniques with semiconductor; and simultaneous search for multiple routes using genetic algorithm.",,Conference Review,Scopus,False,,,205,Other topic.
